Agrupacion;Cargo;Codigo;Distrito;Establecimiento;Fecha;IdCargo;IdCircuito;IdDistrito;IdSeccion;Mesa;Seccion;idAgrupacion;idAgrupacionInt;idLista;lista;tipoVoto;votos
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:31;3;00003;20;1;00182X;Deseado;501;213;3;FUTURO SANTA CRUZ;positivo;7
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:31;3;00003;20;1;00182X;Deseado;501;213;6;TU VOZ EN EL CONGRESO;positivo;5
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:31;3;00003;20;1;00182X;Deseado;501;213;2;EVOLUCIÓN SANTA CRUZ;positivo;4
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:31;3;00003;20;1;00182X;Deseado;501;213;4;JUNTOS POR SANTA CRUZ;positivo;10
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:31;3;00003;20;1;00182X;Deseado;501;213;1;CON VOS;positivo;6
FRENTE DE TODOS;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:31;3;00003;20;1;00182X;Deseado;502;214;1;ACUERDO SANTACRUCEÑO;positivo;47
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:31;3;00003;20;1;00182X;Deseado;503;215;2;UNIDAD DE LA IZQUIERDA;positivo;13
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:31;3;00003;20;1;00182X;Deseado;503;215;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;8
;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:36;3;00003;20;1;00183X;Deseado;;;;;nulos;13
;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:36;3;00003;20;1;00183X;Deseado;;;;;recurridos;0
